
nitro0.png, 4, 14, 0, 0, 0, 48, 48, 62, 223
nitro1.png, 4, 14, 0, 48, 0, 48, 48, 63, 223
nitro2.png, 4, 14, 0, 96, 0, 48, 48, 59, 190
nitro3.png, 4, 14, 0, 144, 0, 48, 48, 59, 191

tnt0.png, 4, 14, 0, 192, 0, 48, 48, 58, 242
tnt1.png, 4, 14, 0, 0, 48, 48, 48, 58, 243
tnt2.png, 4, 14, 0, 48, 48, 48, 48, 59, 242
tnt3.png, 4, 14, 0, 96, 48, 48, 48, 59, 243

turbo.png, 4, 14, 0, 240, 0, 16, 48, 11, 256

wicon_turbo.png, 4, 14, 0, 0, 96, 32, 48, 59, 255
wicon_bomb.png, 4, 14, 0, 32, 96, 32, 48, 8, 256
wicon_rocket.png, 4, 14, 0, 64, 96, 32, 48, 8, 257
wicon_tnt.png, 4, 14, 0, 96, 96, 32, 48, 8, 258
wicon_beaker.png, 4, 14, 0, 128, 96, 32, 48, 8, 259
wicon_shield.png, 4, 14, 0, 160, 96, 32, 48, 9, 256
wicon_aku.png, 4, 14, 0, 192, 96, 32, 48, 9, 257
wicon_clock.png, 4, 14, 0, 224, 96, 32, 48, 9, 258

wicon_orb.png, 4, 14, 0, 0, 144, 32, 48, 9, 259
wicon_nitro.png, 4, 14, 0, 32, 144, 32, 48, 10, 256
wicon_uka.png, 4, 14, 0, 64, 144, 32, 48, 10, 259

picon_papu.png, 4, 14, 0, 0, 192, 44, 26, 2, 252
picon_joe.png, 4, 14, 0, 44, 192, 44, 26, 2, 253
picon_stripe.png, 4, 14, 0, 88, 192, 44, 26, 2, 254
picon_ntropy.png, 4, 14, 0, 132, 192, 44, 26, 2, 255
picon_penta.png, 4, 14, 0, 176, 192, 44, 26, 3, 248
